User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1004901,P00297942,M,26-35,7,C,1,0,8,,
1004902,P00086042,M,36-45,14,C,4+,1,8,14,17
1004904,P00032842,M,51-55,15,B,1,1,8,,
1004905,P00115942,F,46-50,1,C,3,1,8,17,
1004906,P00080342,M,51-55,17,B,1,1,1,6,8
1004906,P00266542,M,51-55,17,B,1,1,2,16,
1004907,P00031042,F,51-55,7,B,0,1,8,,
1004908,P00184242,M,36-45,15,C,2,0,9,15,
1004911,P00252042,F,26-35,0,A,4+,0,5,14,
1004916,P00050142,M,18-25,20,C,4+,0,5,,
1004917,P00211042,M,46-50,0,C,0,1,5,,
1004918,P00117042,F,18-25,12,C,1,0,1,2,5
1004918,P00277842,F,18-25,12,C,1,0,1,,
1004922,P00042742,M,18-25,17,C,1,0,5,14,
1004923,P00028842,M,46-50,18,C,3,0,6,8,
1004927,P00159842,M,46-50,0,B,4+,0,1,16,
1004927,P00174442,M,46-50,0,B,4+,0,5,,
1004933,P00006942,M,26-35,15,B,3,0,1,5,6
1004934,P00277642,F,26-35,0,A,2,0,2,3,10
1004934,P00121642,F,26-35,0,A,2,0,5,14,
1004937,P00192842,M,36-45,0,C,1,1,5,14,
1004940,P00088242,F,51-55,11,B,1,0,6,10,13
1004940,P00124242,F,51-55,11,B,1,0,11,14,
1004940,P00188742,F,51-55,11,B,1,0,8,14,17
1004945,P00111242,M,51-55,0,C,4+,1,1,18,
1004948,P00151742,M,46-50,2,A,1,1,8,15,16
1004950,P00111842,M,26-35,16,A,1,1,8,,
1004950,P00130742,M,26-35,16,A,1,1,1,14,17
1004950,P00311242,M,26-35,16,A,1,1,7,,
1004951,P00224142,F,36-45,17,B,3,1,8,,
1004952,P00031042,F,26-35,14,A,1,1,8,,
1004954,P00349742,M,46-50,0,C,3,1,8,,
1004956,P00112542,M,36-45,15,B,1,1,1,11,15
1004956,P00244342,M,36-45,15,B,1,1,11,,
1004957,P00288642,M,26-35,2,A,1,1,16,,
1004957,P00277642,M,26-35,2,A,1,1,2,3,10
1004957,P0096442,M,26-35,2,A,1,1,4,5,12
1004957,P00271942,M,26-35,2,A,1,1,5,8,
1004957,P00008442,M,26-35,2,A,1,1,8,14,
1004958,P00222142,M,18-25,7,B,1,0,5,13,
1004960,P00174642,M,55+,1,A,4+,0,8,14,17
1004962,P00190742,M,26-35,6,B,1,0,3,4,9
1004962,P00144242,M,26-35,6,B,1,0,5,14,
1004964,P00354142,M,36-45,0,A,1,1,6,8,
1004964,P00024042,M,36-45,0,A,1,1,7,,
1004964,P00238442,M,36-45,0,A,1,1,6,,
1004964,P00001642,M,36-45,0,A,1,1,8,16,
1004964,P00288642,M,36-45,0,A,1,1,16,,
1004970,P00221242,F,26-35,12,C,1,0,1,17,
1004971,P00106042,M,36-45,7,C,1,1,5,,
1004975,P00221042,M,36-45,0,C,3,0,1,17,
1004975,P00110942,M,36-45,0,C,3,0,1,2,
1004977,P00019142,M,26-35,4,B,2,0,11,15,
1004979,P00057742,M,36-45,2,B,1,1,2,8,18
1004979,P00226542,M,36-45,2,B,1,1,1,5,
1004979,P00348242,M,36-45,2,B,1,1,8,,
1004979,P00190542,M,36-45,2,B,1,1,3,4,
1004979,P00105942,M,36-45,2,B,1,1,5,,
1004984,P00120242,M,36-45,0,A,1,1,8,,
1004984,P00018942,M,36-45,0,A,1,1,8,,
1004991,P00230842,F,55+,14,C,3,1,8,,
1004992,P00086042,F,26-35,2,B,2,0,8,14,17
1004994,P00187442,M,46-50,17,B,4+,0,2,4,5
1004995,P00338542,M,51-55,20,B,0,1,1,,
1004995,P00207942,M,51-55,20,B,0,1,6,8,
1004995,P00148942,M,51-55,20,B,0,1,8,,
1004995,P00300042,M,51-55,20,B,0,1,16,,
1004999,P00224142,F,55+,13,B,2,1,8,,
1005000,P00187842,M,26-35,4,B,4+,0,1,16,
1005005,P00190542,M,46-50,16,B,2,0,3,4,
1005005,P00178642,M,46-50,16,B,2,0,5,15,
1005007,P00069042,F,18-25,4,B,1,0,3,,
1005010,P00340342,M,46-50,15,B,2,1,1,8,17
1005011,P00273942,M,18-25,4,B,1,0,5,12,
1005013,P00174842,M,18-25,4,C,4+,0,17,,
1005014,P00050742,M,46-50,0,C,0,1,5,,
1005014,P00184142,M,46-50,0,C,0,1,8,14,
1005015,P00101242,M,36-45,6,B,2,1,5,12,
1005016,P00157542,F,36-45,1,C,2,1,8,14,
1005016,P00026342,F,36-45,1,C,2,1,8,,
1005017,P00184042,M,36-45,12,B,4+,0,1,8,
1005017,P00352742,M,36-45,12,B,4+,0,1,,
1005019,P00324942,M,26-35,7,A,4+,0,5,,
1005020,P00112142,F,55+,13,C,2,1,1,2,14
1005023,P00344242,M,36-45,20,A,3,1,8,10,
1005023,P00268542,M,36-45,20,A,3,1,5,,
1005026,P00178042,M,26-35,17,B,1,1,8,14,
1005026,P00275142,M,26-35,17,B,1,1,5,8,
1005026,P00253142,M,26-35,17,B,1,1,1,2,5
1005026,P00080342,M,26-35,17,B,1,1,1,6,8
1005026,P00343042,M,26-35,17,B,1,1,5,18,
1005026,P00266542,M,26-35,17,B,1,1,2,16,
1005026,P00023042,M,26-35,17,B,1,1,5,14,
1005026,P00274642,M,26-35,17,B,1,1,4,5,
1005031,P00025942,F,26-35,4,B,0,0,8,14,
1005032,P00293242,M,18-25,17,A,3,0,8,16,
1005035,P00127642,F,26-35,17,B,1,1,1,2,15
1005038,P00101342,M,26-35,20,B,0,0,6,8,
1005042,P00183642,F,18-25,2,A,4+,1,4,5,9
1005042,P00249642,F,18-25,2,A,4+,1,3,5,
1005042,P00024142,F,18-25,2,A,4+,1,8,9,14
1005046,P00225542,M,26-35,16,A,0,0,5,8,
1005046,P00057242,M,26-35,16,A,0,0,5,,
1005046,P00080342,M,26-35,16,A,0,0,1,6,8
1005046,P00187442,M,26-35,16,A,0,0,2,4,5
1005046,P00057542,M,26-35,16,A,0,0,3,4,5
1005046,P00122442,M,26-35,16,A,0,0,1,11,15
1005047,P00117442,M,46-50,6,C,1,0,5,14,
1005047,P00135142,M,46-50,6,C,1,0,13,16,
1005048,P00178042,F,36-45,7,C,1,1,8,14,
1005053,P00052842,M,26-35,4,C,3,0,10,15,
1005054,P00299142,M,36-45,2,B,0,0,5,,
1005054,P00112542,M,36-45,2,B,0,0,1,11,15
1005054,P00104542,M,36-45,2,B,0,0,8,,
1005054,P00111942,M,36-45,2,B,0,0,8,17,
1005054,P00114742,M,36-45,2,B,0,0,8,,
1005059,P00208742,M,46-50,16,C,1,1,1,6,16
1005061,P00278642,F,18-25,19,C,2,1,5,,
1005062,P00119042,M,51-55,16,C,2,1,5,,
1005063,P00112142,F,0-17,10,B,3,0,1,2,14
1005063,P00157542,F,0-17,10,B,3,0,8,14,
1005065,P00178942,M,26-35,14,C,4+,1,5,8,
1005070,P0097242,M,26-35,2,A,0,0,1,16,
1005070,P00267842,M,26-35,2,A,0,0,5,14,
1005071,P00177142,F,26-35,7,B,2,0,8,13,
1005072,P00249542,M,46-50,17,A,4+,1,1,5,15
1005074,P00129942,M,0-17,0,B,2,0,8,,
1005077,P00216042,M,26-35,2,A,0,0,5,8,
1005077,P00286642,M,26-35,2,A,0,0,11,14,
1005077,P00338842,M,26-35,2,A,0,0,11,16,
1005077,P00193242,M,26-35,2,A,0,0,6,8,
1005078,P00243942,M,46-50,7,C,1,0,1,2,15
1005082,P00119442,M,36-45,1,C,4+,0,5,,
1005082,P00299442,M,36-45,1,C,4+,0,3,4,
1005082,P00001642,M,36-45,1,C,4+,0,8,16,
1005083,P00238542,M,26-35,4,B,4+,1,5,14,
1005083,P00129842,M,26-35,4,B,4+,1,6,8,15
1005085,P00302142,M,55+,17,C,0,0,5,14,
1005085,P00057942,M,55+,17,C,0,0,1,2,6
1005089,P00083842,F,36-45,16,C,2,0,5,14,
1005090,P00111942,F,36-45,19,B,3,1,8,17,
1005090,P00189042,F,36-45,19,B,3,1,8,,
1005090,P00212942,F,36-45,19,B,3,1,5,,
1005096,P00271042,M,26-35,11,B,2,0,6,16,
1005097,P00093642,M,55+,16,C,3,0,6,,
1005100,P00316842,M,51-55,6,B,1,1,4,5,
1005100,P00054942,M,51-55,6,B,1,1,5,8,
1005100,P00023342,M,51-55,6,B,1,1,3,4,5
1005100,P00363242,M,51-55,6,B,1,1,1,2,9
1005102,P00228242,M,26-35,12,C,2,0,8,,
1005105,P00311742,M,51-55,7,C,1,1,5,8,14
1005107,P00318742,F,46-50,0,B,0,0,1,8,
1005107,P00026642,F,46-50,0,B,0,0,8,,
1005108,P00109242,F,26-35,9,B,3,1,6,8,10
1005108,P00144242,F,26-35,9,B,3,1,5,14,
1005108,P00115642,F,26-35,9,B,3,1,8,14,
1005108,P00354642,F,26-35,9,B,3,1,8,13,
1005109,P00058142,F,46-50,6,C,2,1,3,4,12
1005111,P00158242,M,36-45,2,B,1,1,6,8,
1005111,P00061342,M,36-45,2,B,1,1,3,4,12
1005113,P00166142,M,26-35,0,A,3,1,5,,
1005113,P00144242,M,26-35,0,A,3,1,5,14,
1005113,P0097142,M,26-35,0,A,3,1,12,,
1005114,P00220442,F,0-17,10,C,2,0,5,14,
1005120,P00062842,M,51-55,7,A,2,0,1,2,13
1005121,P00303042,M,26-35,7,C,4+,0,5,,
1005121,P00052442,M,26-35,7,C,4+,0,5,8,
1005121,P00234542,M,26-35,7,C,4+,0,5,,
1005125,P00116942,M,46-50,0,A,4+,1,6,10,16
1005126,P00136942,M,26-35,11,B,4+,0,5,8,
1005128,P00165742,M,51-55,7,C,1,1,8,16,
1005138,P00266542,M,26-35,17,B,0,0,2,16,
1005139,P00177442,M,51-55,16,A,4+,1,1,6,8
1005140,P00181542,M,26-35,6,B,2,0,11,16,
1005140,P00027142,M,26-35,6,B,2,0,8,,
1005142,P00083942,M,26-35,1,B,1,1,12,14,
1005149,P00242742,M,36-45,1,B,3,0,1,2,9
1005151,P00350442,M,18-25,19,C,1,0,2,3,15
1005153,P00035842,M,26-35,7,B,3,0,5,6,9
1005156,P00207342,M,18-25,14,A,1,1,5,8,14
1005156,P00117642,M,18-25,14,A,1,1,10,16,
1005163,P00074342,M,46-50,6,B,1,1,5,,
1005163,P00289042,M,46-50,6,B,1,1,8,,
1005163,P00111542,M,46-50,6,B,1,1,2,17,
1005170,P00158242,M,18-25,4,B,2,0,6,8,
1005172,P00035342,F,36-45,11,B,1,0,2,4,14
1005172,P00112242,F,36-45,11,B,1,0,5,8,14
1005172,P00177642,F,36-45,11,B,1,0,8,,
1005180,P00154642,M,36-45,11,C,1,1,8,,
1005182,P00258842,F,36-45,7,B,4+,1,5,,
1005183,P00278642,F,18-25,20,C,1,0,5,,
1005185,P00313542,F,36-45,4,C,1,0,5,8,
1005185,P00015342,F,36-45,4,C,1,0,2,4,
1005186,P00233442,M,36-45,12,C,2,0,1,2,15
1005187,P00084342,M,18-25,16,C,1,0,13,16,
1005190,P0096442,F,36-45,0,C,1,0,4,5,12
1005194,P00331942,M,26-35,7,C,3,1,5,,
1005198,P00184942,F,18-25,4,B,0,0,1,8,17
1005198,P00196242,F,18-25,4,B,0,0,3,4,5
1005202,P00035942,M,18-25,4,C,1,1,1,5,18
1005205,P00213742,M,26-35,1,B,0,1,8,,
1005217,P00216142,M,26-35,17,B,3,0,1,16,
1005218,P00196342,M,18-25,0,C,1,0,2,9,14
1005219,P00184942,M,18-25,4,B,2,1,1,8,17
1005220,P00018542,M,26-35,7,B,4+,0,16,,
1005220,P00004542,M,26-35,7,B,4+,0,5,8,
1005220,P00293342,M,26-35,7,B,4+,0,8,,
1005222,P00178642,M,26-35,12,B,1,0,5,15,
1005225,P00224342,M,18-25,4,C,4+,1,8,,
1005229,P00237542,M,26-35,0,C,0,0,1,15,16
1005230,P00182242,M,26-35,12,B,4+,0,1,5,6
1005232,P00345642,M,26-35,4,C,1,1,1,15,16
1005233,P00302742,M,26-35,5,B,0,1,8,,
1005234,P00110842,F,26-35,0,A,4+,1,1,2,5
1005237,P00156442,M,26-35,7,B,4+,1,8,,
1005246,P00216742,F,18-25,0,C,1,1,5,,
1005249,P00030842,F,46-50,14,B,1,1,1,2,15
1005250,P00042842,M,51-55,6,B,4+,1,5,,
1005253,P00112142,F,55+,13,C,1,0,1,2,14
1005256,P00115542,M,26-35,16,B,4+,1,8,,
1005256,P00102142,M,26-35,16,B,4+,1,13,16,
1005256,P00089442,M,26-35,16,B,4+,1,8,,
1005256,P00032042,M,26-35,16,B,4+,1,1,2,15
1005257,P00216542,F,26-35,2,A,4+,0,8,,
1005263,P00090942,M,36-45,7,B,1,0,1,2,14
1005267,P00274942,M,36-45,7,C,2,0,8,,
1005269,P00117042,M,18-25,0,B,4+,0,1,2,5
1005270,P00102242,M,26-35,12,C,3,1,8,12,
1005270,P00253042,M,26-35,12,C,3,1,8,,
1005271,P00106742,F,26-35,0,A,1,0,3,5,
1005271,P00086442,F,26-35,0,A,1,0,8,13,15
1005272,P00051442,M,26-35,7,A,4+,0,8,17,
1005272,P00205942,M,26-35,7,A,4+,0,5,8,14
1005273,P00258742,M,55+,20,B,3,1,5,,
1005276,P00157542,F,26-35,4,B,1,1,8,14,
1005278,P00168342,F,26-35,7,B,1,0,11,15,
1005278,P00294542,F,26-35,7,B,1,0,8,,
1005281,P00008542,M,26-35,2,A,2,0,2,8,
1005284,P00085242,M,26-35,16,C,1,0,8,14,17
1005285,P00251842,M,18-25,4,A,1,0,1,15,16
1005291,P00111242,M,46-50,1,C,3,1,1,18,
1005294,P00110442,M,26-35,2,A,0,1,7,,
1005294,P00349942,M,26-35,2,A,0,1,1,5,
1005295,P00058242,M,36-45,7,C,1,1,3,4,12
1005298,P00332842,M,36-45,17,B,1,0,4,5,
1005299,P00200642,M,26-35,2,B,3,1,10,16,
1005300,P00108842,M,26-35,20,A,0,0,5,15,
1005300,P00275842,M,26-35,20,A,0,0,2,9,15
1005302,P00183942,F,0-17,10,A,1,0,3,4,
1005302,P00003942,F,0-17,10,A,1,0,5,14,
1005302,P00255542,F,0-17,10,A,1,0,5,,
1005305,P00190342,F,18-25,4,C,3,1,4,12,
1005305,P00110542,F,18-25,4,C,3,1,8,,
1005305,P00017442,F,18-25,4,C,3,1,8,14,
1005306,P00075442,F,26-35,17,B,4+,0,5,11,
1005306,P00053042,F,26-35,17,B,4+,0,5,14,16
1005306,P00286642,F,26-35,17,B,4+,0,11,14,
1005308,P00123842,M,55+,7,C,2,0,11,15,
1005312,P00183342,M,26-35,1,A,1,0,5,15,18
1005312,P00041042,M,26-35,1,A,1,0,1,16,
1005312,P00190042,M,26-35,1,A,1,0,3,4,5
1005317,P00030642,F,26-35,0,A,1,0,8,,
1005319,P00110542,M,18-25,17,B,1,0,8,,
1005319,P00247142,M,18-25,17,B,1,0,8,15,16
1005319,P00248142,M,18-25,17,B,1,0,5,,
1005319,P0096842,M,18-25,17,B,1,0,3,4,12
1005321,P00331042,M,26-35,4,C,0,0,5,8,
1005321,P00224142,M,26-35,4,C,0,0,8,,
1005322,P00074642,M,36-45,17,A,3,1,5,9,14
1005323,P00267642,M,26-35,20,B,1,1,8,,
1005323,P00113242,M,26-35,20,B,1,1,1,6,8
1005324,P00059442,M,26-35,7,C,0,1,6,8,16
1005333,P00254242,F,26-35,7,A,4+,0,5,11,12
1005333,P00197542,F,26-35,7,A,4+,0,5,,
1005334,P00210942,F,55+,13,C,4+,1,5,12,
1005338,P00184242,M,26-35,17,C,4+,0,9,15,
1005338,P00025442,M,26-35,17,C,4+,0,1,2,9
1005339,P00147942,M,18-25,17,C,1,0,1,16,
1005339,P00111942,M,18-25,17,C,1,0,8,17,
1005342,P00145042,F,36-45,7,B,2,0,1,2,5
1005347,P00062842,M,26-35,6,A,1,0,1,2,13
1005350,P00237542,M,18-25,5,A,1,0,1,15,16
1005350,P00193542,M,18-25,5,A,1,0,1,2,
1005352,P00329442,F,36-45,5,C,1,1,5,8,
1005353,P00102642,M,26-35,6,C,4+,1,4,8,9
1005353,P00026642,M,26-35,6,C,4+,1,8,,
1005353,P00298442,M,26-35,6,C,4+,1,16,,
1005355,P00178042,M,55+,0,B,0,1,8,14,
1005355,P00216042,M,55+,0,B,0,1,5,8,
1005359,P00032942,M,18-25,16,B,3,0,15,16,
1005359,P00146742,M,18-25,16,B,3,0,1,13,14
1005359,P00100442,M,18-25,16,B,3,0,2,4,5
1005361,P00114442,F,51-55,16,A,3,0,5,6,
1005363,P0097242,M,55+,13,C,1,0,1,16,
1005364,P00293242,F,26-35,3,A,3,0,8,16,
1005364,P00070342,F,26-35,3,A,3,0,1,2,14
1005366,P00151742,M,18-25,12,C,3,0,8,15,16
1005367,P00068942,M,18-25,4,A,1,0,5,,
1005367,P00316442,M,18-25,4,A,1,0,5,14,
1005367,P00125842,M,18-25,4,A,1,0,11,16,
1005371,P00295342,M,26-35,11,A,0,0,2,8,
1005374,P00271942,M,36-45,7,C,4+,0,5,8,
1005376,P00111042,M,26-35,17,B,1,1,15,,
1005378,P00119042,M,36-45,18,A,1,0,5,,
1005387,P00001042,F,26-35,1,B,4+,1,1,2,16
1005387,P00279442,F,26-35,1,B,4+,1,16,,
1005390,P00025442,M,0-17,0,C,1,0,1,2,9
1005393,P00161942,M,36-45,7,C,2,0,5,8,
1005393,P00182242,M,36-45,7,C,2,0,1,5,6
1005394,P00105142,M,18-25,0,A,2,0,1,2,15
1005394,P00158542,M,18-25,0,A,2,0,5,6,13
1005394,P00282042,M,18-25,0,A,2,0,5,15,
1005394,P00218742,M,18-25,0,A,2,0,5,,
1005397,P00102142,M,18-25,0,B,2,1,13,16,
1005398,P00270242,M,55+,17,C,4+,1,8,,
1005401,P0099342,F,18-25,1,C,2,1,5,8,
1005403,P00158242,M,0-17,10,B,1,0,6,8,
1005404,P00337642,M,26-35,0,C,4+,1,3,4,
1005406,P00227742,F,36-45,0,C,3,1,5,14,
1005408,P00087842,M,26-35,20,C,3,0,12,,
1005412,P00112842,M,26-35,12,A,3,0,8,17,
1005412,P00212042,M,26-35,12,A,3,0,13,15,
1005413,P00181842,M,36-45,1,B,1,0,11,,
1005413,P00181542,M,36-45,1,B,1,0,11,16,
1005420,P00190942,F,0-17,19,B,4+,0,3,4,
1005420,P00186242,F,0-17,19,B,4+,0,4,5,
1005422,P00185042,M,51-55,7,A,2,1,5,14,
1005426,P00179542,M,26-35,14,C,1,0,11,,
1005432,P00184642,M,55+,13,C,3,1,8,14,
1005433,P00057642,F,36-45,17,B,3,1,1,15,16
1005433,P00241242,F,36-45,17,B,3,1,1,11,15
1005433,P00117642,F,36-45,17,B,3,1,10,16,
1005433,P00113942,F,36-45,17,B,3,1,8,,
1005433,P00233742,F,36-45,17,B,3,1,1,15,
1005434,P00291442,F,26-35,7,A,1,1,5,8,
1005434,P00277642,F,26-35,7,A,1,1,2,3,10
1005441,P00058042,M,51-55,7,C,0,1,8,16,
1005443,P00346642,M,26-35,12,B,2,0,8,,
1005450,P00111142,M,18-25,12,A,1,0,1,15,16
1005450,P00129642,M,18-25,12,A,1,0,5,,
1005451,P00113242,F,26-35,1,A,3,1,1,6,8
1005452,P00148542,M,36-45,6,A,4+,0,1,16,17
1005452,P00067942,M,36-45,6,A,4+,0,5,14,
1005452,P00035442,M,36-45,6,A,4+,0,7,,
1005455,P00247142,F,18-25,17,C,4+,0,8,15,16
1005458,P00174842,F,18-25,2,A,1,0,17,,
1005458,P00219942,F,18-25,2,A,1,0,6,16,
1005459,P00219742,F,0-17,10,C,0,0,6,11,16
1005463,P00141242,M,36-45,0,B,3,1,8,,
1005463,P00339042,M,36-45,0,B,3,1,5,,
1005468,P00124742,M,26-35,12,A,1,0,10,16,
1005468,P00133742,M,26-35,12,A,1,0,5,14,
1005468,P00207942,M,26-35,12,A,1,0,6,8,
1005469,P00188742,M,36-45,12,C,2,0,8,14,17
1005472,P00344342,M,36-45,1,C,0,1,8,14,
1005472,P00127042,M,36-45,1,C,0,1,4,5,
1005472,P00284742,M,36-45,1,C,0,1,5,12,
1005474,P00000142,M,26-35,12,A,2,0,3,4,5
1005475,P00249542,M,26-35,4,A,2,0,1,5,15
1005475,P00201442,M,26-35,4,A,2,0,1,6,8
1005480,P00250242,F,26-35,14,B,0,1,5,,
1005482,P00226342,M,18-25,7,A,1,0,11,15,
1005485,P0097242,M,26-35,4,C,0,1,1,16,
1005488,P00154242,M,26-35,15,C,1,0,8,,
1005488,P00187942,M,26-35,15,C,1,0,4,8,
1005489,P00271142,M,18-25,7,C,0,0,5,,
1005490,P00156242,M,46-50,17,C,3,0,4,5,9
1005490,P00130642,M,46-50,17,C,3,0,11,16,
1005491,P00250242,M,18-25,7,A,1,0,5,,
1005491,P00126042,M,18-25,7,A,1,0,8,14,
1005492,P00019342,M,18-25,4,A,4+,1,1,6,15
1005493,P00006942,M,36-45,12,B,3,0,1,5,6
1005493,P00017042,M,36-45,12,B,3,0,8,,
1005493,P00208542,M,36-45,12,B,3,0,8,,
1005495,P00289842,F,18-25,4,B,3,1,1,16,
1005495,P00249642,F,18-25,4,B,3,1,3,5,
1005496,P00044442,M,26-35,7,B,1,0,1,16,
1005498,P00212942,F,51-55,1,C,3,1,5,,
1005499,P00184942,F,26-35,19,A,1,0,1,8,17
1005499,P00161942,F,26-35,19,A,1,0,5,8,
1005501,P00235242,M,26-35,2,A,3,0,8,,
1005504,P0095542,M,46-50,7,B,1,1,2,4,9
1005504,P00228442,M,46-50,7,B,1,1,1,17,
1005504,P00221342,M,46-50,7,B,1,1,1,2,5
1005508,P00234742,M,26-35,20,C,1,0,8,,
1005509,P00158242,M,26-35,0,A,1,0,6,8,
1005510,P00030842,M,18-25,4,C,4+,0,1,2,15
1005511,P00270042,M,46-50,1,B,1,1,8,14,
1005511,P00183242,M,46-50,1,B,1,1,5,15,
1005511,P00109542,M,46-50,1,B,1,1,8,14,17
1005512,P00042242,F,26-35,17,B,2,1,5,15,
1005512,P00286642,F,26-35,17,B,2,1,11,14,
1005516,P0098342,F,51-55,16,C,3,1,1,2,
1005516,P00173542,F,51-55,16,C,3,1,5,8,
1005517,P00273442,M,55+,0,C,2,1,12,14,17
1005517,P00100242,M,55+,0,C,2,1,2,,
1005517,P00178542,M,55+,0,C,2,1,8,13,
1005518,P00105142,M,51-55,17,B,3,1,1,2,15
1005518,P00277642,M,51-55,17,B,3,1,2,3,10
1005519,P00154042,M,36-45,15,C,3,0,1,2,15
1005521,P00154442,F,26-35,6,C,0,0,8,14,
1005524,P00337642,F,0-17,10,B,1,0,3,4,
1005524,P00213242,F,0-17,10,B,1,0,5,8,
1005526,P00195042,F,36-45,2,A,0,0,6,8,14
1005530,P00201342,F,18-25,4,B,0,0,1,2,9
1005530,P00190442,F,18-25,4,B,0,0,4,12,
1005530,P00274542,F,18-25,4,B,0,0,6,16,
1005530,P00223142,F,18-25,4,B,0,0,5,,
1005530,P00222142,F,18-25,4,B,0,0,5,13,
1005530,P00218642,F,18-25,4,B,0,0,5,,
1005530,P00226142,F,18-25,4,B,0,0,8,9,
1005532,P00249742,M,26-35,17,C,2,0,1,15,18
1005536,P00049642,M,26-35,16,B,2,1,8,14,
1005536,P00082342,M,26-35,16,B,2,1,15,16,
1005538,P00241142,M,46-50,12,B,2,1,8,,
1005539,P00085442,F,26-35,20,B,1,1,12,14,
1005541,P00113642,M,55+,7,C,1,0,8,,
1005542,P00060142,M,46-50,7,C,1,1,8,,
1005542,P00335042,M,46-50,7,C,1,1,6,8,
1005543,P00115142,M,26-35,17,A,2,0,1,8,17
1005543,P00302342,M,26-35,17,A,2,0,8,,
1005547,P00146742,F,18-25,4,A,3,1,1,13,14
1005548,P00324442,F,18-25,4,A,4+,0,11,13,16
1005550,P00130742,M,36-45,15,B,2,0,1,14,17
1005550,P00313442,M,36-45,15,B,2,0,5,6,8
1005550,P00188442,M,36-45,15,B,2,0,5,7,
1005550,P00213242,M,36-45,15,B,2,0,5,8,
1005550,P00000742,M,36-45,15,B,2,0,5,14,
1005550,P00115642,M,36-45,15,B,2,0,8,14,
1005553,P00059442,M,36-45,3,C,3,0,6,8,16
1005553,P00339542,M,36-45,3,C,3,0,1,,
1005555,P00046142,M,0-17,10,B,2,0,1,16,
1005558,P00172842,M,0-17,10,B,2,0,3,4,
1005558,P00187942,M,0-17,10,B,2,0,4,8,
1005559,P00109542,M,51-55,1,C,1,1,8,14,17
1005560,P00121642,F,36-45,17,C,4+,1,5,14,
1005565,P00113042,M,18-25,17,C,2,0,11,16,
1005565,P00145042,M,18-25,17,C,2,0,1,2,5
1005565,P00057442,M,18-25,17,C,2,0,5,14,16
1005565,P00053942,M,18-25,17,C,2,0,1,2,5
1005567,P00101942,M,51-55,3,B,0,1,8,17,
1005568,P00074642,M,18-25,4,C,3,0,5,9,14
1005572,P00157542,F,26-35,4,B,0,1,8,14,
1005573,P00043042,F,36-45,1,B,1,1,7,,
1005573,P00055542,F,36-45,1,B,1,1,5,8,
1005574,P0097142,M,26-35,0,B,4+,0,12,,
1005578,P00224142,F,18-25,1,C,1,1,8,,
1005582,P00288242,M,46-50,1,C,2,1,5,14,
1005585,P00274042,M,26-35,4,A,4+,0,1,,
1005585,P00015942,M,26-35,4,A,4+,0,6,10,13
1005590,P00317842,F,46-50,12,A,3,1,8,,
1005593,P00112542,M,51-55,16,A,1,1,1,11,15
1005595,P00277842,M,26-35,20,B,1,0,1,,
1005598,P00157542,M,18-25,4,C,1,0,8,14,
1005599,P00337542,M,36-45,7,A,1,0,5,14,
1005599,P00075942,M,36-45,7,A,1,0,5,14,
1005599,P00015542,M,36-45,7,A,1,0,1,2,13
1005600,P00161442,F,46-50,0,C,1,0,5,14,
1005601,P00004742,M,36-45,1,A,2,1,6,16,
1005604,P00108542,M,36-45,15,C,3,0,5,8,14
1005605,P00156242,F,18-25,2,A,0,0,4,5,9
1005605,P00126442,F,18-25,2,A,0,0,7,,
1005609,P00064942,F,51-55,1,C,1,0,8,,
1005615,P00102342,M,36-45,7,C,4+,0,8,14,17
1005615,P00109342,M,36-45,7,C,4+,0,5,,
1005620,P00128942,M,36-45,14,C,2,1,1,11,
1005621,P00205242,M,26-35,7,A,1,0,5,,
1005623,P00195742,M,26-35,11,B,2,1,3,4,
1005623,P0094742,M,26-35,11,B,2,1,2,4,5
1005633,P00110942,M,51-55,1,C,1,1,1,2,
1005634,P00265442,M,26-35,14,A,3,1,5,,
1005636,P00254342,M,26-35,7,A,0,1,5,11,
1005636,P00224742,M,26-35,7,A,0,1,8,,
1005636,P00186142,M,26-35,7,A,0,1,1,2,4
1005641,P00150342,F,26-35,17,C,2,1,8,14,
1005643,P00349242,F,36-45,1,A,3,1,8,,
1005644,P00295842,F,18-25,4,C,1,0,5,8,
1005645,P00233542,M,26-35,2,B,3,0,1,15,
1005648,P00057942,M,26-35,17,C,1,0,1,2,6
1005648,P00103042,M,26-35,17,C,1,0,1,14,
1005649,P00054042,F,18-25,4,B,1,0,18,,
1005650,P00150742,F,36-45,12,B,2,1,8,14,
1005652,P00102242,M,18-25,0,B,1,0,8,12,
1005657,P00216342,M,51-55,14,A,1,0,3,4,5
1005657,P00147942,M,51-55,14,A,1,0,1,16,
1005661,P00070942,F,26-35,15,C,1,1,3,5,16
1005663,P00229742,F,36-45,20,B,4+,0,1,16,
1005664,P00182642,M,18-25,4,C,4+,0,2,4,9
1005667,P00000742,M,36-45,7,B,1,1,5,14,
1005676,P00127742,M,26-35,20,C,0,0,1,2,15
1005677,P00216142,M,26-35,1,A,3,0,1,16,
1005677,P00216742,M,26-35,1,A,3,0,5,,
1005679,P00147742,M,36-45,2,C,4+,1,1,16,
1005679,P00073842,M,36-45,2,C,4+,1,1,15,17
